iccs,leg_stat,sex,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS03012,PER_SUSP,M,P_HTHAB,PT	22.47 	18.54 	20.36 	19.70 	19.03 	20.12 	19.05 	18.94 	18.64 	18.07 	18.52 	17.16 	28.19 	24.18 
ICCS03012,PER_SUSP,M,P_HTHAB,RS	12.04 	8.50 	9.52 	8.41 	5.28 	8.27 	7.45 	7.76 	8.21 	7.14 	8.21 	8.36 	7.15 	6.73 
ICCS03012,PER_SUSP,M,P_HTHAB,SE	77.79 	77.60 	78.60 	75.37 	72.13 	65.81 	59.77 	57.91 	53.88 	28.20 	29.89 	29.24 	29.36 	27.00 
ICCS03012,PER_SUSP,M,P_HTHAB,SI	3.21 	5.71 	3.75 	5.65 	3.71 	3.62 	2.35 	3.43 	4.02 	1.94 	1.31 	2.78 	2.46 	2.04 
ICCS03012,PER_SUSP,M,P_HTHAB,SK	1.84 	1.54 	1.92 	1.96 	2.30 	1.28 	2.08 	1.40 	1.67 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,TR	23.71 	20.57 	22.49 	20.09 	16.83 	14.91 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,UKC-L	: 	: 	: 	: 	: 	: 	85.58 	83.16 	79.35 	77.96 	84.03 	93.74 	: 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,UKN	: 	: 	: 	: 	: 	: 	34.74 	34.06 	35.50 	33.52 	38.00 	28.13 	19.89 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,XK	: 	6.40 	0.34 	4.50 	: 	5.32 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,AL	72 	87 	74 	64 	70 	80 	82 	57 	49 	27 	25 	39 	35 	18 
ICCS03012,PER_SUSP,T,NR,AT	1806 	1705 	1922 	2206 	2075 	2243 	1529 	1591 	1546 	2020 	1943 	1715 	2496 	2907 
ICCS03012,PER_SUSP,T,NR,BA	174 	183 	189 	187 	152 	129 	136 	102 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,BE	915 	950 	1076 	928 	914 	777 	673 	4151 	4016 	3797 	4125 	4200 	4318 	4061 
ICCS03012,PER_SUSP,T,NR,BG	379 	331 	332 	368 	355 	239 	258 	256 	259 	276 	312 	345 	325 	381 
ICCS03012,PER_SUSP,T,NR,CH	598 	563 	514 	523 	1951 	1375 	1344 	1396 	1294 	82 	64 	71 	70 	62 
ICCS03012,PER_SUSP,T,NR,CY	6 	2 	1 	1 	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,CZ	649 	552 	620 	588 	591 	589 	542 	545 	588 	669 	675 	586 	480 	529 
ICCS03012,PER_SUSP,T,NR,DE	23449 	23014 	23541 	23545 	19143 	19803 	18262 	18742 	18838 	18807 	19991 	20398 	29401 	36870 
ICCS03012,PER_SUSP,T,NR,DK	183 	191 	199 	160 	146 	134 	121 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,ES	7711 	5689 	6383 	6878 	6214 	3451 	5313 	5337 	4862 	5312 	5575 	5137 	4604 	5184 
ICCS03012,PER_SUSP,T,NR,FI	1792 	1397 	1567 	1121 	1158 	1258 	1330 	1425 	1322 	1880 	1354 	1119 	1345 	1459 
ICCS03012,PER_SUSP,T,NR,FR	27232 	21445 	21661 	19644 	16800 	15946 	11555 	10804 	9896 	9608 	7664 	7578 	7931 	: 
ICCS03012,PER_SUSP,T,NR,HR	192 	136 	142 	126 	123 	150 	166 	118 	158 	138 	162 	158 	257 	337 
ICCS03012,PER_SUSP,T,NR,HU	: 	: 	: 	: 	: 	: 	166 	209 	439 	477 	471 	554 	324 	180 
ICCS03012,PER_SUSP,T,NR,IE	: 	445 	407 	284 	498 	: 	: 	: 	: 	222 	284 	295 	248 	: 
ICCS03012,PER_SUSP,T,NR,IT	: 	: 	: 	: 	: 	: 	4107 	4424 	4425 	4425 	4654 	4538 	4533 	4670 
ICCS03012,PER_SUSP,T,NR,LI	: 	: 	: 	: 	: 	7 	21 	10 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,LT	50 	45 	76 	72 	99 	121 	164 	162 	133 	144 	202 	163 	154 	119 
ICCS03012,PER_SUSP,T,NR,LU	: 	0 	: 	0 	192 	162 	269 	344 	307 	303 	259 	259 	282 	: 
ICCS03012,PER_SUSP,T,NR,LV	101 	95 	90 	110 	91 	65 	135 	124 	115 	142 	138 	94 	97 	118 
ICCS03012,PER_SUSP,T,NR,ME	24 	14 	32 	12 	13 	16 	18 	23 	22 	18 	27 	37 	29 	17 
ICCS03012,PER_SUSP,T,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	111 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,MT	: 	: 	: 	: 	: 	: 	61 	41 	46 	51 	47 	58 	40 	32 
ICCS03012,PER_SUSP,T,NR,NL	696 	659 	822 	885 	828 	901 	817 	872 	1022 	4170 	4290 	4645 	5180 	5795 
ICCS03012,PER_SUSP,T,NR,NO	469 	489 	495 	503 	494 	523 	394 	395 	399 	380 	442 	393 	341 	387 
ICCS03012,PER_SUSP,T,NR,PL	194 	177 	203 	176 	200 	221 	182 	181 	181 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,PT	1139 	938 	1028 	1004 	980 	1037 	988 	968 	968 	946 	986 	916 	1697 	1363 
ICCS03012,PER_SUSP,T,NR,RO	279 	239 	239 	207 	81 	68 	49 	630 	618 	572 	: 	: 	513 	456 
ICCS03012,PER_SUSP,T,NR,RS	404 	291 	327 	287 	183 	287 	259 	273 	287 	261 	305 	320 	273 	258 
ICCS03012,PER_SUSP,T,NR,SE	4213 	4172 	4157 	3966 	3731 	3354 	3004 	2888 	2656 	2765 	2907 	2834 	2797 	2554 
ICCS03012,PER_SUSP,T,NR,SI	34 	60 	40 	58 	40 	37 	24 	35 	41 	40 	27 	57 	51 	41 
ICCS03012,PER_SUSP,T,NR,SK	50 	41 	51 	52 	62 	35 	56 	37 	45 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,TR	10678 	9269 	9850 	8698 	7189 	6299 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,UKC-L	: 	: 	: 	: 	: 	: 	24964 	24125 	22867 	22178 	23680 	26288 	: 	: 
ICCS03012,PER_SUSP,T,NR,UKN	: 	: 	: 	: 	: 	: 	321 	313 	324 	310 	343 	259 	175 	: 
ICCS03012,PER_SUSP,T,NR,XK	70 	57 	60 	41 	46 	47 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,AL	2.54 	3.06 	2.59 	2.23 	2.43 	2.78 	2.84 	1.97 	: 	: 	0.88 	: 	1.10 	0.57 
ICCS03012,PER_SUSP,T,P_HTHAB,AT	20.22 	19.16 	21.70 	25.00 	23.65 	25.81 	17.83 	18.70 	18.29 	24.02 	23.20 	20.53 	29.95 	34.99 
ICCS03012,PER_SUSP,T,P_HTHAB,BE	7.92 	8.24 	9.39 	8.14 	8.05 	6.87 	5.99 	37.13 	35.98 	34.22 	37.50 	38.75 	40.16 	38.07 
ICCS03012,PER_SUSP,T,P_HTHAB,BG	5.48 	4.76 	4.74 	5.22 	5.00 	3.34 	3.58 	3.53 	3.56 	3.77 	4.23 	4.65 	4.35 	5.07 
ICCS03012,PER_SUSP,T,P_HTHAB,CH	6.90 	6.54 	6.02 	6.16 	23.17 	16.51 	16.32 	17.15 	16.10 	1.03 	0.81 	0.91 	0.91 	0.82 
ICCS03012,PER_SUSP,T,P_HTHAB,CY	0.67 	0.23 	0.11 	0.12 	0.12 	0.24 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,CZ	6.06 	5.16 	5.82 	5.54 	5.59 	5.58 	5.14 	5.18 	5.59 	6.37 	6.44 	5.60 	4.60 	5.11 
ICCS03012,PER_SUSP,T,P_HTHAB,DE	28.20 	27.67 	28.36 	28.44 	23.20 	24.10 	22.49 	23.20 	23.39 	23.41 	24.92 	24.94 	35.85 	44.84 
ICCS03012,PER_SUSP,T,P_HTHAB,DK	3.13 	3.28 	3.43 	2.77 	2.54 	2.35 	2.14 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,ES	16.27 	12.02 	13.60 	14.74 	13.36 	7.43 	11.44 	11.47 	10.40 	11.35 	11.95 	11.05 	9.96 	11.35 
ICCS03012,PER_SUSP,T,P_HTHAB,EU_V	19.74 	17.05 	17.75 	17.16 	14.98 	14.17 	11.68 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,FI	32.38 	25.28 	28.40 	20.33 	21.04 	22.93 	24.31 	26.14 	24.36 	34.81 	25.19 	20.91 	25.25 	27.53 
ICCS03012,PER_SUSP,T,P_HTHAB,FR	40.25 	31.86 	32.24 	29.31 	25.15 	23.93 	17.38 	16.38 	15.09 	14.72 	11.79 	11.72 	12.32 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,HR	4.76 	3.35 	3.48 	3.07 	2.96 	3.58 	3.93 	2.78 	3.71 	3.23 	3.78 	3.67 	5.96 	7.82 
ICCS03012,PER_SUSP,T,P_HTHAB,HU	: 	: 	: 	: 	: 	: 	1.68 	2.12 	4.43 	4.80 	4.72 	5.53 	3.23 	1.79 
ICCS03012,PER_SUSP,T,P_HTHAB,IE	: 	8.96 	8.30 	5.88 	10.41 	: 	: 	: 	: 	4.84 	6.21 	6.48 	5.49 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,IT	: 	: 	: 	: 	: 	: 	6.76 	7.28 	7.41 	7.45 	7.84 	7.67 	7.68 	7.96 
ICCS03012,PER_SUSP,T,P_HTHAB,LI	: 	: 	: 	: 	: 	18.61 	56.20 	26.93 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,LT	1.79 	1.61 	2.72 	2.56 	3.48 	4.19 	5.61 	5.50 	4.48 	4.79 	6.62 	5.19 	4.84 	3.70 
ICCS03012,PER_SUSP,T,P_HTHAB,LU	: 	0.00 	: 	0.00 	32.51 	28.11 	47.78 	62.58 	57.17 	57.73 	50.60 	51.59 	57.14 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,LV	5.33 	4.98 	4.69 	5.69 	4.67 	3.30 	6.80 	6.20 	5.68 	6.94 	6.65 	4.43 	4.48 	5.38 
ICCS03012,PER_SUSP,T,P_HTHAB,ME	3.87 	2.25 	5.14 	1.93 	2.09 	2.57 	2.89 	3.70 	3.54 	2.90 	4.36 	5.98 	4.70 	2.76 
ICCS03012,PER_SUSP,T,P_HTHAB,MK	: 	: 	: 	: 	: 	: 	: 	: 	5.38 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,MT	: 	: 	: 	: 	: 	: 	14.21 	9.64 	10.92 	12.21 	11.33 	14.01 	9.73 	7.85 
ICCS03012,PER_SUSP,T,P_HTHAB,NL	3.98 	3.79 	4.76 	5.15 	4.85 	5.31 	4.83 	5.18 	6.09 	24.92 	25.76 	28.02 	31.42 	35.32 
ICCS03012,PER_SUSP,T,P_HTHAB,NO	8.70 	9.11 	9.29 	9.50 	9.39 	10.04 	7.63 	7.73 	7.90 	7.62 	8.98 	8.09 	7.11 	8.17 
ICCS03012,PER_SUSP,T,P_HTHAB,PL	0.51 	0.47 	0.53 	0.46 	0.53 	0.58 	0.48 	0.48 	0.48 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,PT	11.06 	9.11 	10.00 	9.76 	9.51 	10.03 	9.52 	9.28 	9.23 	8.97 	9.33 	8.66 	16.07 	12.92 
ICCS03012,PER_SUSP,T,P_HTHAB,RO	1.45 	1.24 	1.23 	1.06 	0.41 	0.34 	0.25 	3.16 	3.09 	2.85 	: 	: 	2.51 	2.21 
ICCS03012,PER_SUSP,T,P_HTHAB,RS	5.88 	4.20 	4.70 	4.10 	2.60 	4.06 	3.64 	3.82 	4.00 	3.62 	4.21 	4.38 	3.72 	3.50 
ICCS03012,PER_SUSP,T,P_HTHAB,SE	40.59 	40.40 	40.63 	39.19 	37.33 	34.05 	30.82 	29.94 	27.79 	29.16 	30.87 	30.34 	30.22 	27.81 
ICCS03012,PER_SUSP,T,P_HTHAB,SI	1.61 	2.86 	1.92 	2.81 	1.94 	1.79 	1.16 	1.70 	1.99 	1.94 	1.31 	2.78 	2.51 	2.04 
ICCS03012,PER_SUSP,T,P_HTHAB,SK	0.92 	0.75 	0.94 	0.96 	1.14 	0.65 	1.03 	0.68 	0.83 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,TR	12.77 	11.15 	12.01 	10.76 	9.01 	8.00 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,UKC-L	: 	: 	: 	: 	: 	: 	43.29 	42.19 	40.29 	39.34 	42.34 	47.40 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,UKN	: 	: 	: 	: 	: 	: 	17.38 	17.04 	17.74 	17.04 	18.96 	14.40 	9.80 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,XK	: 	3.20 	3.34 	2.28 	: 	2.65 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,AL	60 	62 	65 	57 	62 	65 	61 	49 	39 	13 	16 	30 	19 	12 
ICCS03012,PER_VICT,F,NR,AT	2208 	2120 	2233 	2509 	2446 	2051 	688 	696 	660 	780 	743 	643 	789 	843 
ICCS03012,PER_VICT,F,NR,BA	62 	66 	62 	56 	48 	33 	23 	36 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,BG	239 	243 	263 	257 	238 	387 	296 	232 	222 	229 	264 	197 	252 	276 
ICCS03012,PER_VICT,F,NR,CH	608 	590 	530 	2630 	2382 	1492 	1482 	1559 	1490 	1425 	1542 	1349 	3133 	: 
ICCS03012,PER_VICT,F,NR,CZ	686 	690 	738 	: 	582 	604 	676 	640 	726 	673 	786 	696 	709 	736 
ICCS03012,PER_VICT,F,NR,DE	28793 	28143 	28925 	29691 	24702 	27145 	25370 	25497 	26177 	26501 	26792 	27015 	: 	: 
ICCS03012,PER_VICT,F,NR,DK	3075 	2457 	2308 	2010 	1814 	1759 	1263 	1283 	849 	869 	903 	1007 	719 	745 
ICCS03012,PER_VICT,F,NR,EL	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,ES	11531 	7856 	10100 	9388 	9255 	7333 	7675 	7057 	5864 	5864 	6329 	6384 	6603 	7313 
ICCS03012,PER_VICT,F,NR,FI	2708 	2175 	2152 	1866 	1539 	1710 	1466 	1100 	1375 	1446 	1415 	1286 	: 	: 
ICCS03012,PER_VICT,F,NR,FR	37749 	28699 	29401 	26318 	21623 	19449 	95 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,HR	352 	238 	345 	213 	217 	327 	315 	222 	285 	193 	227 	238 	438 	438 
ICCS03012,PER_VICT,F,NR,HU	: 	: 	: 	: 	: 	: 	191 	233 	341 	352 	339 	395 	375 	195 
ICCS03012,PER_VICT,F,NR,IE	1429 	1143 	1350 	1387 	1303 	1170 	1059 	1040 	1025 	1077 	934 	1115 	661 	: 
ICCS03012,PER_VICT,F,NR,IS	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,IT	: 	: 	: 	: 	: 	: 	3478 	3662 	3971 	3971 	3987 	3602 	3829 	4153 
ICCS03012,PER_VICT,F,NR,LI	: 	: 	: 	: 	: 	: 	4 	3 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,LT	46 	31 	62 	21 	77 	76 	57 	61 	79 	130 	135 	126 	99 	96 
ICCS03012,PER_VICT,F,NR,LU	: 	: 	: 	: 	152 	229 	225 	244 	244 	258 	187 	167 	166 	: 
ICCS03012,PER_VICT,F,NR,LV	100 	54 	72 	83 	59 	54 	92 	102 	100 	80 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,ME	19 	0 	24 	14 	9 	16 	24 	16 	16 	18 	25 	16 	31 	19 
ICCS03012,PER_VICT,F,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	95 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,MT	98 	61 	75 	70 	53 	53 	66 	63 	75 	64 	48 	76 	63 	59 
ICCS03012,PER_VICT,F,NR,NO	1909 	1600 	1646 	1799 	1841 	1861 	1472 	1335 	1236 	1080 	1168 	1127 	998 	972 
ICCS03012,PER_VICT,F,NR,PL	325 	321 	543 	390 	420 	483 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,PT	1644 	1397 	1502 	1391 	1363 	1314 	1274 	1240 	1230 	1165 	1177 	1167 	1427 	1344 
ICCS03012,PER_VICT,F,NR,RO	157 	130 	112 	120 	53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,RS	523 	377 	425 	332 	197 	162 	129 	159 	118 	272 	264 	335 	266 	281 
ICCS03012,PER_VICT,F,NR,SE	11096 	10144 	9816 	9974 	10162 	9706 	8173 	9170 	919 	804 	831 	738 	749 	: 
ICCS03012,PER_VICT,F,NR,SI	41 	37 	36 	29 	39 	38 	28 	41 	43 	39 	35 	62 	57 	46 
ICCS03012,PER_VICT,F,NR,SK	52 	44 	56 	61 	66 	44 	53 	36 	45 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,TR	2371 	2108 	2499 	2328 	2031 	1910 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,UKC-L	: 	: 	: 	: 	46465 	38338 	35290 	29579 	19695 	19695 	19785 	20644 	19841 	19740 
ICCS03012,PER_VICT,F,NR,UKM	: 	: 	: 	3289 	3002 	2345 	2362 	2179 	1963 	2027 	1888 	539 	: 	: 
ICCS03012,PER_VICT,F,NR,UKN	: 	: 	: 	1053 	1082 	1019 	1005 	906 	749 	638 	616 	628 	560 	668 
ICCS03012,PER_VICT,F,NR,XK	3 	4 	51 	39 	44 	56 	40 	51 	128 	107 	106 	89 	94 	109 
ICCS03012,PER_VICT,F,P_HTHAB,AL	4.23 	4.35 	4.54 	3.98 	4.36 	4.59 	4.28 	3.41 	: 	: 	1.13 	: 	1.19 	0.76 
ICCS03012,PER_VICT,F,P_HTHAB,AT	48.68 	46.88 	49.60 	55.96 	54.84 	46.32 	15.70 	16.00 	15.25 	18.10 	17.29 	15.00 	18.44 	19.76 
ICCS03012,PER_VICT,F,P_HTHAB,BG	6.70 	6.78 	7.30 	7.08 	6.52 	10.53 	8.00 	6.24 	5.94 	6.09 	6.98 	5.17 	6.58 	7.15 
ICCS03012,PER_VICT,F,P_HTHAB,CH	13.92 	13.60 	12.30 	61.48 	56.10 	35.48 	35.59 	37.86 	36.60 	35.34 	38.62 	34.11 	80.02 	: 
ICCS03012,PER_VICT,F,P_HTHAB,CZ	12.64 	12.73 	13.65 	: 	10.82 	11.25 	12.61 	11.96 	13.57 	12.59 	14.72 	13.07 	13.35 	13.94 
ICCS03012,PER_VICT,F,P_HTHAB,DE	68.35 	66.80 	68.78 	70.78 	59.06 	65.16 	61.34 	61.87 	63.62 	64.48 	65.19 	64.79 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,DK	104.76 	83.98 	79.12 	69.20 	62.80 	61.30 	44.34 	45.26 	30.07 	30.88 	32.20 	36.07 	25.87 	26.96 
ICCS03012,PER_VICT,F,P_HTHAB,EL	: 	: 	: 	: 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,ES	47.71 	32.55 	42.21 	39.48 	39.06 	31.03 	32.49 	29.86 	24.73 	24.72 	26.80 	27.16 	28.27 	31.69 
ICCS03012,PER_VICT,F,P_HTHAB,EU_V	59.62 	50.13 	52.65 	50.19 	43.21 	46.13 	29.74 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,FI	96.71 	77.76 	77.00 	66.79 	55.14 	61.38 	52.74 	39.70 	49.82 	52.61 	51.70 	47.17 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,FR	108.04 	82.50 	84.72 	76.04 	62.68 	56.55 	0.28 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,HR	16.99 	11.41 	16.40 	10.03 	10.10 	15.08 	14.41 	10.10 	12.92 	8.72 	10.22 	10.68 	19.61 	19.60 
ICCS03012,PER_VICT,F,P_HTHAB,HU	: 	: 	: 	: 	: 	: 	3.70 	4.50 	6.57 	6.76 	6.47 	7.51 	7.12 	3.70 
ICCS03012,PER_VICT,F,P_HTHAB,IE	56.52 	45.60 	54.54 	56.89 	53.92 	49.01 	44.79 	44.41 	44.21 	46.56 	40.58 	48.72 	29.14 	: 
ICCS03012,PER_VICT,F,P_HTHAB,IS	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,IT	: 	: 	: 	: 	: 	: 	11.11 	11.70 	12.89 	12.95 	13.01 	11.79 	12.58 	13.73 
ICCS03012,PER_VICT,F,P_HTHAB,LI	: 	: 	: 	: 	: 	: 	21.26 	16.02 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,LT	3.10 	2.08 	4.14 	1.39 	5.01 	4.88 	3.62 	3.84 	4.93 	8.02 	8.20 	7.45 	5.79 	5.56 
ICCS03012,PER_VICT,F,P_HTHAB,LU	: 	: 	: 	: 	51.70 	79.78 	80.08 	88.87 	90.83 	98.09 	72.70 	66.10 	66.76 	: 
ICCS03012,PER_VICT,F,P_HTHAB,LV	9.82 	5.26 	6.96 	7.94 	5.60 	5.07 	8.56 	9.41 	9.11 	7.21 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,ME	6.05 	0.00 	7.63 	4.45 	2.86 	5.09 	7.63 	5.09 	5.09 	5.73 	7.97 	5.10 	9.90 	6.08 
ICCS03012,PER_VICT,F,P_HTHAB,MK	: 	: 	: 	: 	: 	: 	: 	: 	9.23 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,MT	39.33 	24.52 	31.03 	29.77 	23.18 	24.44 	30.75 	29.58 	35.46 	30.50 	23.01 	36.57 	30.54 	28.77 
ICCS03012,PER_VICT,F,P_HTHAB,NO	71.44 	60.13 	62.27 	68.47 	70.56 	71.93 	57.34 	52.54 	49.14 	43.43 	47.49 	46.35 	41.51 	40.88 
ICCS03012,PER_VICT,F,P_HTHAB,PL	1.66 	1.64 	2.77 	1.99 	2.14 	2.47 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,PT	30.22 	25.70 	27.69 	25.65 	25.11 	24.16 	23.37 	22.67 	22.40 	21.14 	21.33 	21.18 	25.96 	24.51 
ICCS03012,PER_VICT,F,P_HTHAB,RO	1.60 	1.32 	1.13 	1.20 	0.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,RS	14.83 	10.61 	11.90 	9.25 	5.46 	4.46 	3.53 	4.34 	3.20 	7.35 	7.10 	8.93 	7.06 	7.43 
ICCS03012,PER_VICT,F,P_HTHAB,SE	215.19 	197.67 	192.93 	197.99 	203.98 	197.27 	167.65 	189.84 	19.19 	16.90 	17.59 	15.73 	16.10 	: 
ICCS03012,PER_VICT,F,P_HTHAB,SI	3.91 	3.54 	3.45 	2.79 	3.75 	3.65 	2.69 	3.94 	4.14 	1.90 	1.71 	3.03 	2.80 	2.29 
ICCS03012,PER_VICT,F,P_HTHAB,SK	1.86 	1.58 	2.01 	2.19 	2.37 	1.58 	1.91 	1.30 	1.62 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,TR	5.69 	5.09 	6.12 	5.78 	5.11 	4.87 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,UKC-L	: 	: 	: 	: 	174.09 	144.57 	134.06 	113.22 	68.36 	68.79 	69.60 	73.16 	70.81 	70.95 
ICCS03012,PER_VICT,F,P_HTHAB,UKM	: 	: 	: 	: 	107.95 	84.85 	85.74 	79.35 	71.68 	74.18 	69.37 	19.91 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,UKN	: 	: 	: 	: 	114.14 	108.06 	106.88 	96.81 	80.47 	68.82 	66.77 	68.45 	61.44 	73.91 
ICCS03012,PER_VICT,F,P_HTHAB,XK	: 	0.44 	5.60 	4.28 	: 	5.07 	: 	: 	: 	: 	11.91 	8.14 	8.71 	10.23 
ICCS03012,PER_VICT,M,NR,AL	10 	11 	6 	6 	8 	10 	15 	11 	11 	10 	6 	0 	10 	5 
ICCS03012,PER_VICT,M,NR,AT	270 	350 	393 	364 	329 	318 	137 	135 	150 	149 	188 	148 	154 	170 
ICCS03012,PER_VICT,M,NR,BA	1 	4 	5 	3 	3 	1 	1 	2 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,M,NR,BG	228 	232 	232 	224 	273 	40 	188 	230 	246 	270 	228 	288 	228 	211 
ICCS03012,PER_VICT,M,NR,CH	97 	81 	74 	589 	478 	427 	383 	348 	367 	361 	445 	347 	631 	: 
ICCS03012,PER_VICT,M,NR,CZ	122 	148 	162 	: 	113 	156 	112 	82 	124 	135 	121 	107 	131 	93 
ICCS03012,PER_VICT,M,NR,DE	5183 	5377 	4850 	4616 	4344 	6166 	5618 	5860 	5771 	6066 	6502 	6386 	: 	: 
ICCS03012,PER_VICT,M,NR,DK	348 	412 	345 	316 	409 	259 	153 	174 	122 	101 	93 	93 	91 	78 
ICCS03012,PER_VICT,M,NR,EL	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,M,NR,ES	1715 	1227 	1597 	1486 	1841 	1482 	1558 	1444 	1016 	1016 	1075 	1157 	1315 	1531 
ICCS03012,PER_VICT,M,NR,FI	256 	235 	244 	270 	182 	193 	180 	128 	181 	209 	207 	193 	: 	: 
ICCS03012,PER_VICT,M,NR,FR	6018 	4809 	5180 	4748 	4025 	3887 	147 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,M,NR,HR	45 	30 	34 	35 	15 	33 	41 	51 	25 	22 	31 	14 	94 	80 
ICCS03012,PER_VICT,M,NR,HU	: 	: 	: 	: 	: 	: 	47 	37 	89 	112 	87 	118 	111 	55 
ICCS03012,PER_VICT,M,NR,IE	425 	410 	428 	389 	383 	357 	338 	341 	358 	375 	406 	471 	274 	: 
ICCS03012,PER_VICT,M,NR,IS	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,M,NR,IT	: 	: 	: 	: 	: 	: 	347 	341 	416 	416 	422 	380 	411 	442 
ICCS03012,PER_VICT,M,NR,LI	: 	: 	: 	: 	: 	: 	2 	1 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,M,NR,LT	10 	14 	16 	44 	37 	19 	14 	16 	15 	44 	43 	37 	31 	26 
ICCS03012,PER_VICT,M,NR,LU	: 	: 	: 	: 	36 	17 	74 	85 	51 	64 	23 	25 	24 	: 
